bug_id,report_count,defect_method,primary_defect_method,reported_methods
1037,3,handleDownload,writeAjaxPage,criticalNotification|handleRequest|serveStaticResources|writeAjaxPage
1047,2,readAll,readAll,readAll|utf8ByteBuffer
1072,2,execute,execute,execute
1074,2,toXML,toXML,fromXML|toXML
1080,2,load,save,load|save
1081,2,save,save,load|save
1085,2,isKali,isKali,getManifest|getVersionFromManifest|isKali
1106,3,createExcludeFile,stRegisterNMWithDiffUnits(),eateExcludeFile(S|stAppSubmitWithSubmissionPreProcessor()|stRegisterNMWithDiffUnits()
1110,2,serialize,deserialize,deserialize|serialize
1126,4,zipFileSize,zipDoesContainDir,execCommand|unTarUsingTar|zipDoesContainDir|zipFileSize
1173,4,generateScheme,execute,copyFileWithPIReplaced|execute|generateScheme|outputSubjectScheme|readMapFromXML
1174,3,parseResponse,parseResponse,googleDelete|parseResponse|throwIOExceptionOnErrorResponse|verifyFileSystemConfiguration
1182,6,addFile,writeModuleSrcZipToOverallSrcZip,addFile|addJarEntry|addZipEntry|processJarFile|writeModuleSrcZipToOverallSrcZip
1193,4,persistKeyPairMap,reloadKeystore,createKeystore|persist|persistCertMap|persistSubjectMap|reloadKeystore
1263,3,loadExistingFile,loadExistingFile,getFileWriter|initializeFileOutput|loadExistingFile
1333,4,rebuildJournal,newInputStream,get|getString|inputStreamToString|newInputStream|newOutputStream|open|rebuildJournal
1341,2,saveDgmInfo,saveDgmInfo,loadDgmInfo|saveDgmInfo
1384,2,loadTerms,loadTerms,loadTerms
1388,5,copyStreamToFile,copyFile,canWriteTo|copyFile|copyStreamToFile|copyURItoFile|getStringFromFile
1389,5,getStringFromFile,copyFile,canWriteTo|copyFile|copyStreamToFile|copyURItoFile|getStringFromFile
1452,3,sendXMPP,sendXMPP,sendXMPP
1459,3,compareFileMagic,dumpConfig,compareFileMagic|dumpConfig|getContentHandler|process
1508,2,addBootFile,addBootFile,addBootFile|write
1510,2,read,read,read|write
1512,6,writeRextToFile,ex4,ex1|ex2|ex4|ex6|writeRextToFile
1523,3,getWmicResult,getWmicResult,getWmicResult
1529,3,concat,concat,analyse|concat
