bug_id,report_count,defect_method,primary_defect_method,reported_methods
241,4,createHttpClientBuilder,list,createHttpClientBuilder|createTempFileWithContent|list|writeStreamToFile
242,4,fromGzipFile,fromGzipFile,deserializeObject|fromGzipFile|loadPluginJar|toGzipData
245,3,close,createSynchronizedFunnel,createSynchronizedFunnel|printErr|printOut
247,2,waitForProcessToComplete,doExecute,doExecute|processInput
252,7,loadRelatedContent,publish,addDownloads|analyseResponse|loadRelatedContent|lookupAttributesSupport|publish|saveRelatedContent|searchRCM
254,3,postQuery,postQuery,doPOST|postQuery
261,9,close,reopenChannel,computeDigestOld|freeBlob|freeImmediateBlob|getAsyncChannel|getData|physicalAddress|readAllocator|reopenChannel|updateFixedAllocator|writeOnStream2|writeRootBlock
262,3,writeMapTile,writeMapTile,readMapTile|readMeta|writeMapTile|writeMeta
263,4,removeSkippedMergeComponents,loadProperties,loadProperties|merge|removeSkippedMergeComponents
264,4,loadProperties,extractResource,extractResource|loadProperties|run
277,2,init,init,init
287,3,close,ite(i,ite(i|iteChunk()
289,4,writeFile,readFile,getExceptionMessage|readFile|writeFile
291,2,loadClasses,loadClasses,loadClasses|loadResources
295,3,extractEntry,extractEntry,extract|extractEntry|update
300,3,saveText,saveStreamContentAsFile,copyFile|saveStreamContentAsFile|saveText
301,2,getInputStream,getZip,convertToEntry|getInputStream|getZip
306,2,partialContentResponse,fullContentResponse,fullContentResponse|partialContentResponse
307,2,partialContentResponse,fullContentResponse,fullContentResponse|partialContentResponse
309,2,writeStreamAndClose,jsOut,copyReportFiles|finishReport|handleTestCaseStarted|jsOut|reportFileOutputStream
310,5,request,requestViaSocket,request|requestViaSocket|serverListening|simpleRequest
314,5,run,start,handleEvent|reRegister|run|start
319,3,createConnection,createConnection,createConnection|writeTransportHeader
324,2,saveProfiles,loadProfiles,loadProfiles|saveProfiles
325,2,save,loadProfiles,loadProfiles|save
330,7,onCommand,onCommand,onCommand|onEnable|requestHttp
332,2,silentCloseChannel,sendrecv,add|sendrecv
333,4,findResolvConf,findResolvConf,find95|findNT|findResolvConf|findWin
339,2,addFilesToCompression,compressFiles,addFilesToCompression|compressFiles
340,3,createApplet,createApplet,createApplet|findAppletJDKLevel|getAccessControlContext
341,2,createApplet,createApplet,createApplet|getAccessControlContext
342,2,transform,transform,transform
344,3,convert,getN2AInput,getA2NInput|getN2AInput|getN2AOutput
345,3,getInputStream,connect,connect|getInputStream|getOutputStream|prepare|transferTo|write
351,2,dumpBand,dumpBand,dumpBand|getDumpStream
352,3,main,main,main
355,3,readAttrDefs,readAttrDefs,readAttrDefs|readAttrs|readFiles
357,2,getBytes,getBytes,getBytes|getManifest|getManifestFromReference|getShortName|hasClassPathAttribute
359,2,run,run,run
360,2,createFont,run,run
362,2,getWmicResult,getWmicResult,getWmicResult
364,3,writeAttrDefs,writeAttrs,writeAttrDefs|writeAttrs|writeConstantPool
367,3,main,main,getCurrentFlywayState|main
368,7,processUploadableImport,processUploadableImport,addItems|main|processContentFileEntry|processUploadableImport|readMapFile|replaceItems
372,3,getConnectionInternal,getConnectionInternal,executeBatch|executeQuery|getConnectionInternal
373,3,writeExtraDdl,createDdlWriter,createDdlWriter|generateMigration|writeExtraDdl|writeMigrationXml
376,2,readXmlMapping,readXmlMapping,readXmlMapping|setBeanReflect
381,4,prepareConfiguration,startJettyRunner,prepareConfiguration|startJettyRunner
383,2,copyFilesToFatJar,copyFilesToFatJar,copyFilesToFatJar
384,2,load,store,load|store
385,5,generateClasses,generateBuildFlags,collectMergeData|generateBuildFlags|generateClass|generateClasses
386,2,internalStart,internalStart,internalStart
390,10,write,newBufferedReader,close|createFile|createTempDirectory|createTempFile|ex4|getChannel|getResources|list|newBufferedReader|newBufferedWriter|newByteChannel|newDirectoryStream|newInputStream|readMapTile|update|walk|write|writeRextToFile
402,4,add,recoverFromFiles,prepareCommit|read|recoverFromFiles
413,2,create,create,activate|create|mapFile
414,2,releaseLock,obtainLock,obtainLock
415,2,setConfiguration,init,init|setConfiguration
416,6,loadGeometryFromJSONFileDbg,loadGeometryFromJSONFileDbg,loadGeometryFromEsriShapeDbg|loadGeometryFromJSONFileDbg|loadGeometryFromWKTFileDbg|saveGeometryToEsriShapeDbg|saveJSONToTextFileDbg|saveToWKTFileDbg
418,2,sendPost,sendPost,sendPost
421,2,writeClasspathToFile,getTargetProjectClasspath,getTargetProjectClasspath|writeClasspathToFile
422,9,writeInheritanceTree,readJDKData,analyzeClassFile|analyzeClassStream|analyzeJarFile|createFromClassPath|generateJDKCluster|makeShadedCopy|readInheritanceTree|readJDKData|readUncompressedInheritanceTree|writeInheritanceTree
424,2,sendStoredLogs,storeOffline,sendStoredLogs|storeOffline
429,2,run,run,run
430,7,initDatabaseType,initSqlSessionFactory,createDbSqlSessionFactory|getResourceAsStream|initDatabaseType|initDbSqlSessionFactory|initSessionFactories|initSqlSessionFactory|parseMybatisXmlMapping|setSessionFactories
431,4,convertToBpmnModel,convertToBpmnModel,convertToBpmnModel|convertToXML|createXML|validateModel
433,3,exportToPdf,documentLoaded,documentLoaded|exportToPdf|loadCustomFonts
441,2,write,write,write
451,3,readContent,readContent,readContent|writeContent
452,6,extractResources,configureContext,configureContext|configureFederation|extractResources|getClientApplications|getRepository|hasRepository|loadSettingModels
463,2,parsedTemplateForResource,arsedTemplateForResource(,arsedTemplateForResource(
465,5,initPlugins,findArchivedSource,findArchivedSource|initPlugins|loadMappingFiles|translateSourceJar
471,2,readFile,readFile,readFile
476,3,readMetaData,readMetaData,execute|getRowCount|readMetaData
477,2,readIndexes,readMetaData,execute|getRowCount|readMetaData
480,3,process,process,process|run
481,4,tryUnlockDatabase,tryUnlockDatabase,tryUnlockDatabase
484,2,uploadJobResources,loadJarFromInputStream,loadJarFromInputStream|uploadJobResources
487,2,shutdown,assignSocketChannel,assignSocketChannel|start
488,2,shutdown,assignSocketChannel,assignSocketChannel|start
494,2,executeIdTableDropStatements,executeIdTableCreationStatements,executeIdTableCreationStatements|executeIdTableDropStatements
495,2,getPersistence,loadTimeStampCache,loadTimeStampCache|saveTimeStampCache
496,2,visitArchive,visitArchive,resolveJarFileReference|visitArchive
499,2,getFailingLine,createPrintableStackTrace,createPrintableStackTrace|getFailingLine|printScriptStackTrace
504,2,getClientDetail,makeGetter,getClientDetail|makeGetter
505,2,ClientGet,makeGetter,getClientDetail|makeGetter
507,2,main,main,main
510,2,run,openNewLogFile,openNewLogFile|rotateLog|sendLogByContainedDate
511,4,handleTARArchive,extractToCache,extractToCache|handleTARArchive|handleZIPArchive|resolve
513,3,innerHandleMethodGET,innerHandleMethodGET,getLink|innerHandleMethodGET|sanitizeReferer
515,5,horribleEvilHack,handleDownload,getLink|handleDownload|handleGet|horribleEvilHack
516,7,getCharset,sanitizeHash,getCharset|htmlSanitizeURI|readFilter|sanitize|sanitizeHash
517,7,getCharset,getCharset,getCharset|htmlSanitizeURI|readFilter|sanitize|sanitizeHash
518,2,write_seed,read_seed,read_seed|write_seed
519,2,getOverrideContent,getThemes,getOverrideContent|getThemes
520,6,toByteArray,toByteArray,copy|makeImmutableBucket|pad|toByteArray|zeroPad
521,2,getPartAsString,parseMultiPartData,getPartAsString|parseMultiPartData
522,3,seedFromExternalStuff,read_seed,read_seed|seedFromExternalStuff|write_seed
525,8,paddedCopy,split,copy|copyTo|hash|makeImmutableBucket|paddedCopy|split|toByteArray|zeroPad
526,3,compress,compress,compress|decompress
527,3,seedFromExternalStuff,seedFromExternalStuff,read_seed|seedFromExternalStuff|write_seed
528,6,cpdir,xec(,pdir(|un(|xec(|xecAndReturn(
530,5,installPlugin,start,getElementValue|installPlugin|loadPlugin|start|unzipPlugin
536,4,save,load,load|save
537,2,serialize,serialize,deserialize|serialize
538,2,readClassPath,guessMavenHome,guessMavenHome|readClassPath
539,3,getFiles,extract,extract|getFiles
542,9,isFITSFile,etermineFileType(,alculateChecksum(|alidateDataFileChecksum(|etermineFileType(|heckNetcdfOrHdf5(|reateDataFiles(|sFITSFile(|sGraphMLFile(
543,10,subsetDoubleVector,generateRotatedImage,extractColumnOffsets|generateRotatedImage|reverseRotatedImage|subsetDoubleVector|subsetFile|subsetFloatVector|subsetLongVector|subsetObjectVector|subsetStringVector
548,4,BundleSpiProvidersLoader.call,getPackageResources,call|getPackageResources|register
556,2,extract,extract,extract
560,3,write,init,init|write|writeFile
561,2,readClassfile,openClassfile,openClassfile
562,2,fetchClass,fetchClass0,fetchClass|fetchClass0|openClassfile
566,2,locate,locate,locate
570,5,getDigestOf,encode,createTempDir|encode|getDigestOf|rawEncode|touch
575,3,loadAsString,run,loadAsString|read|run|write
576,2,install,install,install|performInstallation
579,4,remotePost,remotePost,remotePost
580,5,close,getUndoBlock,createTables|dumpSizes|getUndoBlock|put|resetStore
581,5,encodeTo,readFrom,encodeToBytes|readFrom|skip
584,2,rewriteHudsonWar,rewriteHudsonWar,rewriteHudsonWar|updateJenkinsExeIfNeeded
585,12,createTextTempFile,installIfNecessaryFrom,compress|createTempFile|createTextTempFile|exists|extract|installIfNecessaryFrom|invoke|read|touch|untarFrom|unzip|unzipFrom|write
586,6,launch,launch,copySlaveJar|createAndCopyJenkinsSlaveXml|launch
588,5,loadFile,encode,createTempDir|encode|loadFile|rawEncode|touch
592,2,parseRevisionFile,checkout,checkout|doSvnRemoteLocationCheck
593,7,parsePluginManifest,identifyPluginShortName,InstallNecessaryPlugins(S|PrevalidateConfig(S|doInstallPlugins|doUploadPlugin|getBundledJpiManifestStream|getModificationDate|identifyPluginShortName
594,3,testConnection,download,connect|download|testConnection
597,9,doDumpExportTable,startFlyWeightTask,add|addNewExecutorIfNecessary|call|doConfigDotXml|doDumpExportTable|getDisplayExecutors|getHostName|startFlyWeightTask
600,2,compress,write,read|write
611,2,run,getXMLDoc,getXMLDoc|run
612,2,save,save,readSoundbank|save
613,2,load,loadAll,getInputStream|load|loadAll
614,2,implClose,flushLeftoverChar,flushLeftoverChar|implWrite|write
615,2,save,save,readSoundbank|save
616,4,write,getInstance,getInstance|getProfileDataFromStream|run|write
618,4,write,getFileStream,getFileStream|write|writeAiffFile
620,4,getInstance,getInstance,getInstance|getProfileDataFromStream|run|write
624,5,ZipFileSystem,beginRead,beginRead|beginWrite|createTempFileInSameDirectoryAs|newByteChannel|newFileChannel|newOutputStream|sync
625,3,convert,getN2AInput,getA2NInput|getN2AInput|getN2AOutput
627,2,getStyleSheet,write,getStyleSheet|write
628,2,expandArgs,getPassWithModifier,expandArgs|getPassWithModifier
629,2,getStyleSheet,write,getStyleSheet|write
630,2,getMidiFileFormat,getMidiFileFormatFromStream,getMidiFileFormat|getMidiFileFormatFromStream
631,4,loadJarData,getResourceAsStream,getFileEntry|getResourceAsStream|getZipEntryStream|loadJarData
632,2,load,parseInputStream,load|parseInputStream
633,2,parseInputStream,parseInputStream,load|parseInputStream
634,2,parseConfig,openSource,openSource|parseConfig
635,3,build,ing,fig(Path fi|ing|th na
636,2,highlighter,highlighter,highlighter|nano
637,2,exec,exec,exec
638,2,compile,compile,compile|writeZone
639,2,compile,compile,compile
642,2,save,readHistory,readHistory|save
644,2,readFileRaw,readFileRaw,readFileRaw|writeFile
647,3,deserialize,compress,compress|deserialize|serialize
649,2,loadArrayList,loadArrayList,loadArrayList|loadAsString|loadString
650,4,saveAsJar,put,getNode|loadClasses|put|saveAsJar|saveAsJarClassesOnly
655,2,request,request,request
662,3,installFramework,nstallFramework(,nstallFramework(|ublicizeResources(
667,5,extractLibrary,extractLibrary,extractLibrary|getFromJar|setSharedLibraryFinder
672,2,generatePackageInfo,ersistLog(,eneratePackageInfo(|ersistLog(
676,9,isSameContent,toList,call|copyFile|createTempFile|getBytes|isSameContent|scale|toList|toProperties
682,2,populateTable,ppendColumn(,etValue(|ppendColumn(
685,5,copyEntriesToCategories,copyEntriesToCategories,copyAssociations|copyEntriesToCategories|copyProperties|updateAssetCategories|updateAssetEntries
686,5,persistImpl,persistImpl,load|persistImpl|remove|removeAll
687,10,insertOp,update,deleteAcl|deleteOp|insertAcl|insertOp|loadObjectProtection|update|updateAcl|updateOp
692,3,generateCheckSum,generateCheckSum,generateCheckSum|generateStatements|openSqlStream
693,2,getStreamContents,getStreamContents,getStreamContents
694,4,extract,extract,configureClassLoader|extract|main
695,2,writeChangeLog,writeChangeLog,writeChangeLog
701,7,injectedStream,injectedStream,defaultConnection|injectedStream|openConnection|startStatusMonitor|toString
702,7,writeToBinaryFile,writeToTextFile,getFileAsBytes|getFileAsString|getReaderAsString|getStreamAsString|readFromBinaryFile|writeToBinaryFile|writeToTextFile
704,2,serializeChunkletStore,serializeChunkletStore,deserializeChunkletStore|serializeChunkletStore
705,2,writeInfoFile,writeInfoFile,writeInfoFile
706,2,readBlacklist,readBlacklist,readBlacklist|writeExamples
710,3,describeParameterEncryption,createEnclaveSession,createEnclaveSession|validateToken
711,3,getAttestationCertificates,createEnclaveSession,createEnclaveSession|getAttestationCertificates
718,6,spawnReporterThread,run,run|sendReports|shutdown|spawnReporterThread
723,2,serialize,serialize,deserialize|serialize
724,2,sendBody,send,send|sendBodyWithCorrectEncoding|sendBodyWithCorrectTransferAndEncoding
739,2,getBytesFromFile,processFile,onStart|processFile
743,8,onStop,run,call|createServerSocket|handleRecoveredResponse|onDeploy|run
746,2,_upgradeLargeValue,_upgradeSearchBarPortlets,_upgradeLargeValue|_upgradeSXPBlueprintOptionsPortlet|_upgradeSearchBarPortlet|_upgradeSearchBarPortlets
756,5,writeDOTFile,loadFromString,getOutputFileWriter|load|loadFromString|loadGrammar|loadImportedGrammar|writeDOTFile
759,5,buildCategoryDataSet,createGraph,createGraph|createGraphReturnDetails
761,5,buildCategoryDataSet,createGraph,createGraph|createGraphReturnDetails
763,5,buildCategoryDataSet,createGraph,createGraph|createGraphReturnDetails
766,6,connectStreams,createWriter,createWriter|delete|failEngine|flush|get|segments|segmentsStats
768,2,checkin,loadIfcSchema,init|loadIfcSchema
769,2,init,getTime,getTime|setTime
770,4,setTime,downloadReplicationFile,downloadReplicationFile|processReplicationFile
771,5,downloadReplicationFile,downloadChangesetFile,downloadChangesetFile|getServerTimestamp
772,4,getServerTimestamp,prepareStatement,backup|createStatement|executeQuery|getConnection|getConnectionFromDatasource|getVulnerabilities|prepareCall|prepareStatement|run|setupSlave
774,4,loadPolygon,loadCopyFile,beginTransaction|doesColumnExist|doesTableExist|loadCopyFile
780,3,stopLoop,stopLoop,releaseFifoOut|run|stopLoop
781,2,readUrlFile,initWriter,initWriter|readCursorFile|readUrlFile
784,3,parseFusionTablesResults,parseFusionTablesResults,createFusionTablesPostRequest|getAuthorizationUrl|parseFusionTablesResults
785,2,getResourceMap,getResourceAsStream,add|getChannel|getResourceAsStream
786,2,encodeObject,encodeObject,decodeObject|encodeObject
787,2,decodeObject,encodeObject,decodeObject|encodeObject
788,3,writeConfiguration,validateExuberantCtags,startConfigurationListenerThread|validateExuberantCtags|writeConfiguration
792,2,tableExists,initDB,initDB|isUpToDate
793,5,isUpToDate,initialize,getAuthors|initDB|initialize|isUpToDate|storeEntry
794,5,get,initialize,getAuthors|initDB|initialize|isUpToDate|storeEntry
795,6,store,initialize,getAuthors|getGeneratedIntKey|initDB|initialize|isUpToDate|storeEntry
798,3,defaultHook,defaultHook,defaultHook|getContent|updateConfigOnDisk
805,2,writeGpxFile,loadGPXFile,getUTF8Reader|loadGPXFile
806,2,loadGPXFile,loadGPXFile,getUTF8Reader|loadGPXFile
807,2,downloadIndexesListFromInternet,downloadIndexesListFromInternet,assetMapping|downloadIndexesListFromInternet
814,4,writeToTxtFile,getLocalizedXSLFile,getLocalizedXSLFile|writeStackTraceToFile|writeToTxtFile|writeToXmlFile
818,2,isRegisteredToDAS,isRegisteredToDAS,createDirectories|isRegisteredToDAS
820,4,createEjbTimerDatabaseTable,createHttpBCInstallRoot,createEjbTimerDatabaseTable|createHttpBCInstallRoot|createJavaEESEInstallRoot|createMQInstance|deleteTable
822,2,stopServer,stopServer,load|stopServer
823,7,getWmicResult,getFullWmicResult,getFullWmicResult|getWmicResult
825,6,expandCGIScript,expandCGIScript,doGet|expandCGIScript|printServletEnvironment|run
826,2,endGeneration,getClassWriter,endGeneration|getClassWriter
829,5,execStatement,execStatementsFromFile,execStatement|execStatementsFromFile|getLastLogDate|getOneRow|openQuery|prepareSQL
834,2,convert,processFileFolder,convert|processFileFolder
843,2,copyToFile,copyToStream,copyToStream|readSvg|readText
845,2,cacheBytecode,getBytecode,cacheBytecode|getBytecode
847,2,resize,resize,crop|resize
848,6,copyStream,copyResponse,copyResponse|copyStream|parseRequest|serve404|serve500|service
849,7,readContentAsString,readLines,readContent|readContentAsString|readLines|write|writeContent
854,3,getConvertedValue,getConvertedValue,getConvertedValue|renderImage
856,2,makeJar,makeJvmConfig,makeJar|makeJvmConfig
857,2,handle,handle,handle
874,2,main,main,main
877,2,find,find,find
878,3,isExtractedLibUptodate,getLibraryStream,getLibraryStream|isExtractedLibUptodate|md5sum
879,4,getAssetInfo,rememberLocalImageReference,getAssetInfo|putInPersistentCache|rememberLocalImageReference
881,6,putFile,getFileAsReader,getFileAsReader|getZipFile|putFile|save
883,6,restoreFiles,restoreFiles,exportProject|extractImportParametersFromRequest|getJsonContent|getProjectDescription|importProject|restoreFiles|toZipFile
884,3,batchDeleteUndoLog,flushUndoLogs,batchDeleteUndoLog|deleteUndoLog|flushUndoLogs
885,3,deleteUndoLog,flushUndoLogs,batchDeleteUndoLog|deleteUndoLog|flushUndoLogs
886,4,serialize,serialize,serialize|writeAccessPath|writeSinkInfo|writeSourceInfo
890,2,checkPortIsFree,checkPortIsFree,checkPortIsFree|waitForPortUp
892,2,getCommandResponse,getCommandResponse,getCommandResponse|stringContentsOfInputStream
893,2,copy,"le,","le,|{"
895,2,importKFF,es c,e kffDir)|es c
899,3,getProject,getProject,copy|getProject|writeEncrypted|zipContainsFile
904,2,unzip,unzip,unzip
913,3,generateReport,generateReport,generateReport
917,3,printApk,printApk,copyAllButClassesDexAndSigFiles|printApk
918,4,getClassesUnder,getClassSource,find|getClassSource|getClassesUnder|lookupInArchive
920,3,write,getClassPath,getClassPath|read|write
923,5,writeEntry,writeEntry,writeEntries|writeEntry|writeIndexFile|writeLoaderClasses|writeNestedLibrary
924,2,assignTo,assignTo,assignTo|get
925,2,get,assignTo,assignTo|get
928,5,writeLoaderClasses,writeLoaderClasses,getNestedLibraryTime|writeEntries|writeEntry|writeLoaderClasses|writeNestedLibrary
930,3,redirectOutput,run,redirectOutput|run
933,3,doFindPathMatchingFileResources,getJarFile,doFindPathMatchingFileResources|doFindPathMatchingJarResources|getJarFile
935,2,transferTo,getContent,getContent|getContentAsString|transferTo
940,2,get,getSession,getSession|invoke|payloadToInputStream|send
941,2,doAccept,run,doAccept|run
948,7,initializeAndRunCoref,runConllEval,getConllEvalSummary|initializeAndRunCoref|runAndScoreCoref|runAndScoreCorefDist|runConllEval
949,36,readObjectFromFile,findStreamInClasspathOrFileSystem,console|copyFile|encodedInputStreamReader|encodedOutputStreamPrintWriter|encodedOutputStreamWriter|existsInClasspathOrFileSystem|findStreamInClasspathOrFileSystem|getBZip2PipedInputStream|getFileInputStream|getFileOutputStream|getInputStreamFromURLOrClasspathOrFileSystem|getLineIterable|inputStreamFromFile|iterator|promptUserInput|readObjectFromFile|readObjectFromFileNoExceptions|readObjectFromURLOrClasspathOrFileSystem|readerFromFile|readerFromStdin|readerFromString|slurpURL|stringFromFile|tail|writeObjectToFile|writeStreamFromString|writeStringToFileNoExceptions|writeStringToTempFile|writeStringToTempFileNoExceptions
950,34,readObjectFromURLOrClasspathOrFileSystem,findStreamInClasspathOrFileSystem,console|copyFile|encodedInputStreamReader|encodedOutputStreamWriter|existsInClasspathOrFileSystem|findStreamInClasspathOrFileSystem|getBZip2PipedInputStream|getBufferedOutputStream|getFileInputStream|getFileOutputStream|getInputStreamFromURLOrClasspathOrFileSystem|getLineIterable|iterator|promptUserInput|readObjectFromFile|readObjectFromFileNoExceptions|readObjectFromURLOrClasspathOrFileSystem|readerFromFile|readerFromStdin|readerFromString|slurpURL|stringFromFile|tail|writeObjectToFile|writeStreamFromString|writeStringToTempFile|writeStringToTempFileNoExceptions
951,35,slurpURL,findStreamInClasspathOrFileSystem,console|copyFile|encodedInputStreamReader|encodedOutputStreamPrintWriter|encodedOutputStreamWriter|existsInClasspathOrFileSystem|findStreamInClasspathOrFileSystem|getBZip2PipedInputStream|getBufferedOutputStream|getFileInputStream|getFileOutputStream|getInputStreamFromURLOrClasspathOrFileSystem|getLineIterable|inputStreamFromFile|promptUserInput|readObjectFromFile|readObjectFromFileNoExceptions|readObjectFromURLOrClasspathOrFileSystem|readerFromFile|readerFromStdin|readerFromString|slurpURL|stringFromFile|tail|writeObjectToFile|writeStreamFromString|writeStringToTempFile|writeStringToTempFileNoExceptions
952,7,initializeAndRunCoref,runConllEval,getConllEvalSummary|initializeAndRunCoref|runAndScoreCoref|runAndScoreCorefDist|runConllEval
953,3,run,run,communicateWithNERServer|run
957,3,addMavenPomFile,generatePom,addMavenPomFile|createRandomSizeFile|generateChecksumsForArtifact|generatePom
964,2,getModifiedLogs,appendToFile,appendToFile|getModifiedLogs
966,2,getFormattedLicense,getFormattedLicense,getFormattedLicense|showLicense
970,2,pageOut,pageOut,pageIn|pageOut
976,2,readRealClassesFromJarFile,readRealClassesFromJarFile,readJarFileEntry|readRealClassesFromJarFile
978,2,run,run,run
983,2,QueryBuilder,executeQuery,executeQuery|executeUpdate
986,2,cacheGameProperties,cacheGameProperties,cacheGameProperties|loadCachedGamePropertiesInto
991,2,ensureDbTablesAreCreated,getPostgresConnection,backup|getPostgresConnection
995,2,executeCommandAndGetResults,executeCommandAndGetResults,executeCommandAndGetResults
997,2,calculate,calculate,calculate
998,2,saveCenters,loadCenters,loadCenters|saveCenters
999,3,sanityCheck,sanityCheck,sanityCheck|writeBinaryCheckpoints|writeTextualCheckpoints
1001,2,main,main,main
1002,2,main,main,main
1004,2,writeBinaryCheckpoints,writeBinaryCheckpoints,writeBinaryCheckpoints|writeTextualCheckpoints
1009,2,writeImpl,writeImpl,writeImpl
1011,2,visualize,visualize,shutdown|visualize
1015,3,outputArgumentsToFile,outputArgumentsToFile,getAllCheckerClassNames|outputArgumentsToFile
1017,2,buildLookup,buildLookup,buildLookup
1019,7,uApks,uApks,aab|budletool|buildApks|uApks|unzip|zipFolder
1021,2,read,args,args|read
1023,2,copy,copy,copy|testStarted
1025,5,getFileLines,getFileBytes,copyBytes|getFileBytes|getFileLines|toString|writeLinesToFile
1027,3,writeHelperFile,init,createBasicCldr|init|writeHelperFile
1030,4,answer,answer,answer
1032,2,parse,parse,getAnnexBFrameHeader|parse
1033,2,testOnFile,convertToCSVfile,convertToCSVfile|testOnFile
1034,3,writeBootstrapPage,getSession,encodeQueryStringParameterValue|getApplicationParameters|getSession|writeBootstrapPage
1036,5,writeStringResponse,createVaadinSession,cleanupSession|closeInactiveUIs|createAndRegisterSession|createVaadinSession|ensureAccessQueuePurged|lockSession|writeStringResponse
1037,4,handleDownload,serveStaticResources,criticalNotification|handleRequest|serveStaticResources|writeAjaxPage
1038,5,sendUploadResponse,doHandleSimpleMultipartFileUpload,doHandleSimpleMultipartFileUpload|doHandleXhrFilePost|sendUploadResponse|streamToReceiver
1041,3,updateWidgetSet,readFile,commitChanges|readFile|updateWidgetSet
1042,2,writeStaticResourceResponse,writeResponse,writeResponse|writeStaticResourceResponse
1043,2,fetchMetaData,getCount,getCount|storeRowImmediately
1044,2,getCount,getResults,getCount|getResults
1045,2,main,main,main
